frequency_hz,input_v_per_v,input_db,q79_1_collector_v_per_v,q79_1_collector_db,q79_2_base_v_per_v,q79_2_base_db,q79_2_collector_v_per_v,q79_2_collector_db,q79_3_gate1_v_per_v,q79_3_gate1_db
8800000.0,1.0,0.0,11.7786726,21.421927006003884,5.79544557,15.26173662705656,179.83516,45.09749211292413,72.260448,37.17801299554645
8800100.0,1.0,0.0,11.7820351,21.4244062442745,5.79822492,15.26590116284337,179.936739,45.10239690959914,72.3098669,37.18395124266794
8800200.0,1.0,0.0,11.7854007,21.42688705980426,5.8010069,15.270067640778048,180.038419,45.10730381087974,72.3593385,37.189891758804464
8800300.0,1.0,0.0,11.7887694,21.42936945103999,5.80379151,15.274236057109768,180.140201,45.11221285985479,72.4088628,37.195834536529404
8800400.0,1.0,0.0,11.7921412,21.431853416428602,5.80657875,15.278406408090436,180.242084,45.117124003129064,72.4584399,37.20177958041385
8800500.0,1.0,0.0,11.7955161,21.434338954417115,5.80936864,15.282578719877794,180.344069,45.12203728374723,72.5080699,37.20772689500635
8800600.0,1.0,0.0,11.7988941,21.436826063452614,5.81216117,15.286752973741851,180.446157,45.1269527446502,72.5577529,37.21367648483297
8800700.0,1.0,0.0,11.8022752,21.439314741982294,5.81495634,15.290929165921288,180.548346,45.13187028434986,72.6074889,37.219628342434504
8800800.0,1.0,0.0,11.8056593,21.441804914879505,5.81775416,15.295107307587541,180.650638,45.136789993905914,72.657278,37.22558247231668
8800900.0,1.0,0.0,11.8090466,21.44429672776063,5.82055464,15.299287409886094,180.753033,45.14171186805748,72.7071202,37.23153886701641
8801000.0,1.0,0.0,11.812437,21.446790105478115,5.82335778,15.30346946902089,180.85553,45.146635853522255,72.7570158,37.237497554895626
8801100.0,1.0,0.0,11.8158306,21.449285119990176,5.82616357,15.30765346629024,180.95813,45.15156199313098,72.8069647,37.24345851650825
8801200.0,1.0,0.0,11.8192272,21.45178162270216,5.82897204,15.311839442628951,181.060833,45.15649028163851,72.856967,37.249421756295064
8801300.0,1.0,0.0,11.822627,21.454279759061954,5.83178317,15.316027364418156,181.163639,45.16142071380494,72.9070229,37.255387290588175
8801400.0,1.0,0.0,11.8260299,21.456779454006863,5.83459697,15.320217242759888,181.266548,45.16635328439562,72.9571323,37.26135509994826
8801500.0,1.0,0.0,11.8294359,21.459280705984888,5.83741345,15.324409088730263,181.369561,45.17128803607173,73.0072954,37.26732520067105
8801600.0,1.0,0.0,11.8328451,21.46178358684908,5.84023261,15.328602898506986,181.472677,45.17622491566419,73.0575122,37.2732975852191
8801700.0,1.0,0.0,11.8362574,21.464288021600446,5.84305446,15.332798683135906,181.575897,45.18116396579029,73.1077828,37.27927225794638
8801800.0,1.0,0.0,11.8396729,21.466794082049915,5.84587899,15.336996423920702,181.679221,45.1861051811549,73.1581074,37.28524923505746
8801900.0,1.0,0.0,11.8430915,21.46930169324102,5.84870621,15.341196131898533,181.782648,45.19104850868643,73.2084859,37.29122849710825
8802000.0,1.0,0.0,11.8465133,21.47181092694257,5.85153613,15.34539781808068,181.88618,45.195994038691005,73.2589185,37.29721006026719
8802100.0,1.0,0.0,11.8499383,21.47432178153968,5.85436875,15.349601478615945,181.989817,45.20094176580784,73.3094053,37.30319392879967
8802200.0,1.0,0.0,11.8533664,21.47683418213974,5.85720407,15.353807109655984,182.093557,45.20589158928118,73.3599462,37.30918008326882
8802300.0,1.0,0.0,11.8567977,21.479348200448296,5.86004209,15.358014707355318,182.197402,45.210843599269964,73.4105415,37.315168551608735
8802400.0,1.0,0.0,11.8602321,21.48186376161536,5.86288283,15.362224297501426,182.301352,45.21579779042945,73.4611911,37.3211593143711
8802500.0,1.0,0.0,11.8636698,21.484381010518483,5.86572628,15.366435861403607,182.405407,45.22075415742024,73.5118952,37.32715238759773
8802600.0,1.0,0.0,11.8671106,21.48689979909369,5.86857245,15.370649410004134,182.509567,45.225712694908324,73.5626539,37.333147775468355
8802700.0,1.0,0.0,11.8705546,21.48942019896211,5.87142135,15.37486495421943,182.613833,45.23067344512931,73.6134672,37.339145470341464
8802800.0,1.0,0.0,11.8740018,21.491942208509588,5.87427296,15.37908246058112,182.718203,45.23563630760431,73.6643352,37.34514547637738
8802900.0,1.0,0.0,11.8774522,21.49446582612205,5.87712731,15.38330196957687,182.822679,45.24060137211677,73.7152579,37.35114778593151
8803000.0,1.0,0.0,11.8809058,21.496991050185542,5.87998439,15.38752346252324,182.927261,45.24556863327277,73.7662356,37.35715242669461
8803100.0,1.0,0.0,11.8843626,21.499517879086206,5.88284421,15.391746950297968,183.031948,45.250538038228186,73.8172682,37.363159379203495
8803200.0,1.0,0.0,11.8878226,21.502046311210314,5.88570677,15.395972428995378,183.136742,45.25550967653829,73.8683558,37.36916864755548
8803300.0,1.0,0.0,11.8912858,21.50457634494423,5.88857208,15.400199909463135,183.241641,45.2604834479414,73.9194986,37.375180247576566
8803400.0,1.0,0.0,11.8947523,21.50710805169732,5.89144014,15.404429387779853,183.346647,45.26545944189502,73.9706965,37.381194159811464
8803500.0,1.0,0.0,11.8982219,21.509641283789158,5.89431094,15.408660845291022,183.45176,45.27043765295098,74.0219497,37.387210400050776
8803600.0,1.0,0.0,11.9016948,21.512176185630906,5.89718451,15.412894322289286,183.556978,45.275417981026855,74.0732583,37.393228972304854
8803700.0,1.0,0.0,11.905171,21.51471275554549,5.90006084,15.417129800097282,183.662304,45.2804005627264,74.1246224,37.399249880562316
8803800.0,1.0,0.0,11.9086503,21.517250845980623,5.90293993,15.421367274783822,183.767737,45.28538534527087,74.1760419,37.40527310537051
8803900.0,1.0,0.0,11.912133,21.519790674136317,5.90582179,15.425606757128003,183.873276,45.29037227599556,74.2275171,37.41129867412696
8804000.0,1.0,0.0,11.9156188,21.522332019586827,5.90870642,15.429848243182999,183.978923,45.29536144398377,74.279048,37.41732657906184
8804100.0,1.0,0.0,11.9191079,21.524875026530776,5.91159383,15.43409174369792,184.084677,45.30035279655469,74.3306346,37.423356812416245
8804200.0,1.0,0.0,11.9226003,21.527419693291602,5.91448402,15.43833725471032,184.190539,45.305346375455706,74.3822771,37.42938938979687
8804300.0,1.0,0.0,11.9260959,21.529965945361877,5.91737699,15.442584772260727,184.296508,45.31034212807129,74.4339756,37.43542431508723
8804400.0,1.0,0.0,11.9295948,21.532513853938887,5.92027275,15.446834307064082,184.402586,45.31534014320854,74.4857301,37.44146158048819
8804500.0,1.0,0.0,11.933097,21.535063417346386,5.92317131,15.451085869809587,184.508771,45.32034032116016,74.5375407,37.4475011898646
8804600.0,1.0,0.0,11.9366024,21.537614561141364,5.92607266,15.455339441846558,184.615064,45.32534270358728,74.5894075,37.453543147059904
8804700.0,1.0,0.0,11.9401111,21.54016735645739,5.92897682,15.459595048505719,184.721466,45.33034733204815,74.6413305,37.45958744425927
8804800.0,1.0,0.0,11.9436231,21.542721801618544,5.93188377,15.463852656492483,184.827976,45.335354154009295,74.69331,37.46563410854512
8804900.0,1.0,0.0,11.9471384,21.545277894949024,5.93479354,15.468112305750392,184.934595,45.34036321098594,74.7453458,37.47168310881049
8805000.0,1.0,0.0,11.950657,21.547835634773115,5.93770612,15.472373977626411,185.041322,45.345374450510036,74.7974383,37.47773448369956
8805100.0,1.0,0.0,11.9541788,21.55039494675539,5.94062151,15.476637668120423,185.148159,45.350387960967,74.8495873,37.483788202111334
8805200.0,1.0,0.0,11.957704,21.55295597456153,5.94353973,15.48090340246333,185.255104,45.355403642986815,74.901793,37.48984427940611
8805300.0,1.0,0.0,11.9612325,21.55551864383491,5.94646077,15.485171162011165,185.362159,45.36042158485783,74.9540556,37.49590273089056
8805400.0,1.0,0.0,11.9647643,21.558082952900314,5.94938463,15.489440942751349,185.469324,45.36544178099352,75.006375,37.50196353707724
8805500.0,1.0,0.0,11.9682994,21.560648900082647,5.95231134,15.493712784451741,185.576597,45.370464132203274,75.0587513,37.508026701666374
8805600.0,1.0,0.0,11.9718378,21.563216483706952,5.95524087,15.497986639285386,185.683981,45.37548877340774,75.1111848,37.51409225146513
8805700.0,1.0,0.0,11.9753795,21.565785702098385,5.95817325,15.502262546983161,185.791475,45.380515652205425,75.1636753,37.52016015541508
8805800.0,1.0,0.0,11.9789246,21.56835662609202,5.96110848,15.506540503480075,185.899078,45.38554471630884,75.2162231,37.52623044027304
8805900.0,1.0,0.0,11.982473,21.570929181460574,5.96404655,15.51082049015045,186.006792,45.39057605363425,75.2688281,37.53230308655091
8806000.0,1.0,0.0,11.9860248,21.573503438996422,5.96698748,15.515102532070102,186.114616,45.39560961187847,75.3214906,37.53837812093108
8806100.0,1.0,0.0,11.9895799,21.576079324515472,5.96993126,15.519386610612315,186.222551,45.400645432137296,75.3742105,37.544455523915616
8806200.0,1.0,0.0,11.9931383,21.57865683634354,5.9728779,15.523672736266603,186.330597,45.405683508788556,75.426988,37.55053531059702
8806300.0,1.0,0.0,11.9967001,21.581236045208925,5.97582741,15.527960919496845,186.438753,45.41072378962738,75.4798231,37.5566174729994
8806400.0,1.0,0.0,12.0002653,21.583816949373205,5.97877979,15.532251156213446,186.54702,45.415766315685644,75.532716,37.562702026157204
8806500.0,1.0,0.0,12.0038338,21.58639947473878,5.98173505,15.536543456850591,186.655399,45.420811127892755,75.5856667,37.568788962068815
8806600.0,1.0,0.0,12.0074057,21.5889836919698,5.98469318,15.540837802789845,186.763889,45.425858174061126,75.6386753,37.57487828422736
8806700.0,1.0,0.0,12.0109809,21.591569527011977,5.98765419,15.545134204457247,186.87249,45.43090744859736,75.691742,37.58097000758045
8806800.0,1.0,0.0,12.0145595,21.594157050486675,5.99061809,15.54943267225325,186.981204,45.43595903882039,75.7448667,37.58706411262077
8806900.0,1.0,0.0,12.0181415,21.596746260656097,5.99358488,15.553733202060737,187.090029,45.441012846133766,75.7980495,37.5931606028031
8807000.0,1.0,0.0,12.0217269,21.599337155782564,5.99655456,15.558035789765725,187.198966,45.4460689113607,75.8512907,37.599259504463845
8807100.0,1.0,0.0,12.0253157,21.601929734128518,5.99952715,15.562340460212603,187.308015,45.4511272288499,75.9045902,37.605360798081655
8807200.0,1.0,0.0,12.0289079,21.604523993956537,6.00250263,15.566647180309703,187.417177,45.45618783930116,75.9579481,37.61146448704904
8807300.0,1.0,0.0,12.0325035,21.607119933529315,6.00548102,15.570955974878995,187.526451,45.46125069067561,76.0113645,37.617570574737826
8807400.0,1.0,0.0,12.0361025,21.609717551109693,6.00846233,15.575266854232092,187.635838,45.46631582363072,76.0648396,37.62367907591823
8807500.0,1.0,0.0,12.0397049,21.612316844960638,6.01144655,15.57957979975723,187.745337,45.47138318619335,76.1183734,37.62978998248565
8807600.0,1.0,0.0,12.0433107,21.614917813345258,6.01443368,15.583894807316252,187.85495,45.476452865215855,76.171966,37.63590329774999
8807700.0,1.0,0.0,12.04692,21.617520526627306,6.01742375,15.58821191607786,187.964676,45.48152480870988,76.2256174,37.642019013605626
8807800.0,1.0,0.0,12.0505326,21.620124838847556,6.02041674,15.592531092990882,188.074515,45.486599010984115,76.2793279,37.64813715611932
8807900.0,1.0,0.0,12.0541487,21.62273089244892,6.02341266,15.59685234832537,188.184468,45.49167551250945,76.3330973,37.65425769437848
8808000.0,1.0,0.0,12.0577682,21.62533861359457,6.02641152,15.60117569232586,188.294535,45.49675430752544,76.386926,37.66038066577174
8808100.0,1.0,0.0,12.0613912,21.627948072562315,6.02941332,15.605501120805519,188.404715,45.501835344175305,76.4408139,37.66650605075658
8808200.0,1.0,0.0,12.0650176,21.630559195558845,6.03241806,15.609828629580718,188.515009,45.5069186628667,76.4947611,37.67263385254394
8808300.0,1.0,0.0,12.0686475,21.63317205281897,6.03542576,15.614158243254044,188.625418,45.51200430390537,76.5487677,37.67876407432433
8808400.0,1.0,0.0,12.0722808,21.63578657059294,6.0384364,15.618489928836567,188.735941,45.517092215452344,76.6028339,37.68489673060675
8808500.0,1.0,0.0,12.0759176,21.638402819072546,6.04145001,15.622823725285768,188.846579,45.52218243777132,76.6569596,37.69103180185528
8808600.0,1.0,0.0,12.0795578,21.641020724551634,6.04446658,15.627159613996312,188.957331,45.52727491908921,76.7111451,37.6971693138691
8808700.0,1.0,0.0,12.0832015,21.64364035717895,6.04748611,15.631497590757615,189.068198,45.53236969962776,76.7653903,37.70330924710367
8808800.0,1.0,0.0,12.0868487,21.646261715154314,6.05050862,15.635837680073584,189.17918,45.53746677359334,76.8196954,37.70945161597876
8808900.0,1.0,0.0,12.0904994,21.64888479667769,6.0535341,15.640179863348607,189.290277,45.542566135198285,76.8740605,37.715596423563056
8809000.0,1.0,0.0,12.0941535,21.65150952813025,6.05656256,15.644524150701578,189.40149,45.547667824520666,76.9284857,37.721743672905035
8809100.0,1.0,0.0,12.0978111,21.65413597957457,6.059594,15.648870537891845,189.512819,45.552771835704064,76.982971,37.72789335575013
8809200.0,1.0,0.0,12.1014723,21.656764220986506,6.06262843,15.653219035008961,189.624263,45.557878117092294,77.0375165,37.734045475130486
8809300.0,1.0,0.0,12.1051369,21.659394106993904,6.06566586,15.657569652117038,189.735823,45.56298670870071,77.0921224,37.74020004532498
8809400.0,1.0,0.0,12.108805,21.662025707594637,6.06870628,15.661922370629597,189.847499,45.568097604691076,77.1467887,37.74635705804269
8809500.0,1.0,0.0,12.1124767,21.664659092699804,6.0717497,15.666277200602963,189.959291,45.57321079923117,77.2015155,37.75251651625544
8809600.0,1.0,0.0,12.1161518,21.667294117068074,6.07479613,15.670634152068057,190.0712,45.57832633219299,77.2563029,37.758678422915054
8809700.0,1.0,0.0,12.1198305,21.669930922299358,6.07784557,15.674993220739328,190.183225,45.583444152004574,77.311151,37.764842780953344
8809800.0,1.0,0.0,12.1235127,21.672569434884636,6.08089802,15.679354402334527,190.295367,45.58856429849627,77.36606,37.77100960450915
8809900.0,1.0,0.0,12.1271984,21.67520965302533,6.08395349,15.683717706851429,190.407626,45.59368676577953,77.4210298,37.77717887401239
8810000.0,1.0,0.0,12.1308877,21.677851646524463,6.08701199,15.688083144262436,190.520002,45.59881154797193,77.4760606,37.78335060357001
8810100.0,1.0,0.0,12.1345805,21.680495341938762,6.09007351,15.69245069598982,190.632496,45.603938684760706,77.5311525,37.78952479603409
8810200.0,1.0,0.0,12.1382768,21.68314073747012,6.09313806,15.696820371998284,190.745107,45.60906812465841,77.5863055,37.79570144304174
8810300.0,1.0,0.0,12.1419767,21.685787902856646,6.09620565,15.70119218222716,190.857836,45.614199907310784,77.6415198,37.801880558616446
8810400.0,1.0,0.0,12.1456801,21.688436764720905,6.09927628,15.705566122349579,190.970682,45.619333981296506,77.6967955,37.80806214555079
8810500.0,1.0,0.0,12.1493871,21.69108739275771,6.10234996,15.7099422022757,191.083647,45.62447043167583,77.7521326,37.814246195446394
8810600.0,1.0,0.0,12.1530977,21.693739785104146,6.10542669,15.714320417663835,191.196729,45.62960916158386,77.8075313,37.82043272224352
8810700.0,1.0,0.0,12.1568119,21.696393939897444,6.10850647,15.718700764175646,191.30993,45.63475025598569,77.8629916,37.82662171752022
8810800.0,1.0,0.0,12.1605296,21.699049783848068,6.11158931,15.723083251688339,191.42325,45.63989370888699,77.9185137,37.832813195161485
8810900.0,1.0,0.0,12.1642509,21.701707386564138,6.11467521,15.727467875848799,191.536688,45.645039468951225,77.9740976,37.83900714672194
8811000.0,1.0,0.0,12.1679758,21.704366746183336,6.11776418,15.731854646505115,191.650245,45.65018757559871,78.0297434,37.84520357489989
8811100.0,1.0,0.0,12.1717042,21.70702778948217,6.12085622,15.73624355928942,191.763921,45.655338022853854,78.0854512,37.851402482374034
8811200.0,1.0,0.0,12.1754363,21.70969065734315,6.12395134,15.740634624020718,191.877717,45.66049085001512,78.1412212,37.857603882919165
8811300.0,1.0,0.0,12.179172,21.712355276521226,6.12704954,15.745027836316421,191.991632,45.66564600579791,78.1970534,37.86380776804336
